year,province,dev_cnt,dev_domestic,dev_nation,dev_collectivity,dev_HMT,dev_foreign,total_investment,complete_investment,year_complete_investment,building_investment,equip_investment,other_investment,roadwork_area,complete_area,complete_rate,complete_price,complete_cost
2013,重庆,2594.0,2470.0,37.0,5.0,82.0,42.0,16539.2,10619.04,3012.78,2106.41,41.54,864.83,26251.89,3804.36,14.5,1152.25,3029.0
2013,陕西,1690.0,1656.0,62.0,7.0,17.0,17.0,10675.82,6045.79,2240.17,1934.8,27.85,277.52,17240.86,1511.67,8.8,430.73,2849.0
2013,青海,308.0,305.0,3.0,,2.0,1.0,1130.81,643.46,247.61,212.24,4.53,30.84,2376.64,592.62,24.9,160.76,2713.0
2013,黑龙,2118.0,2081.0,49.0,1.0,24.0,13.0,5781.02,3990.99,1604.83,1341.85,21.44,241.54,13567.37,2932.7,21.6,642.39,2190.0
2014,上海,2938.0,2486.0,68.0,17.0,303.0,149.0,20617.82,14728.69,3206.48,2076.59,17.05,1112.84,14690.18,2313.29,15.7,1058.42,4575.36
2014,云南,2783.0,2745.0,44.0,4.0,31.0,7.0,12054.48,7539.46,2846.65,2183.87,32.15,630.64,20034.58,1788.62,8.9,520.62,2910.73
2014,内蒙,2079.0,2073.0,10.0,1.0,3.0,3.0,7938.88,5056.79,1370.88,1167.85,17.33,185.7,18474.17,2012.08,10.9,538.79,2677.76
2014,北京,2811.0,2560.0,61.0,19.0,149.0,102.0,21752.37,16381.85,3715.33,1601.18,47.34,2066.82,13588.08,3054.12,22.5,984.0,3221.86
2014,吉林,1681.0,1653.0,6.0,1.0,21.0,7.0,6332.27,4152.82,1030.13,821.95,12.81,195.37,12268.44,1573.86,12.8,327.54,2081.1
2014,四川,4061.0,3919.0,47.0,11.0,76.0,66.0,18621.22,13059.19,4380.09,3295.85,78.35,1005.89,36499.35,5334.45,14.6,1439.17,2697.87
2014,天津,1246.0,1142.0,59.0,7.0,59.0,45.0,13190.09,7914.28,1699.65,1180.88,10.88,507.89,10652.37,2924.82,27.5,759.42,2596.48
2014,宁夏,534.0,530.0,1.0,,1.0,3.0,3315.05,1985.45,654.8,579.44,5.08,70.27,7019.37,1203.68,17.1,299.33,2486.76
2014,安徽,3731.0,3634.0,58.0,6.0,62.0,35.0,22643.46,14762.45,4338.96,3316.71,51.6,970.65,33479.11,5196.37,15.5,1416.19,2725.35
2014,山东,6373.0,6150.0,112.0,64.0,154.0,69.0,32068.04,20855.66,5817.95,4663.72,64.93,1089.31,54508.45,7787.31,14.3,1786.02,2293.5
2014,山西,2452.0,2434.0,71.0,8.0,12.0,6.0,6969.8,4449.43,1403.55,1142.91,22.81,237.84,15476.89,2182.48,14.1,655.3,3002.57
2014,广东,7138.0,6232.0,113.0,164.0,697.0,209.0,44095.87,30627.28,7638.45,5427.18,78.03,2133.25,53977.47,7327.99,13.6,2634.41,3595.0
2014,广西,2491.0,2383.0,59.0,12.0,64.0,44.0,10284.68,7044.48,1838.49,1465.53,41.42,331.54,17472.15,1865.98,10.7,456.01,2443.83
2014,新疆,1808.0,1803.0,12.0,1.0,4.0,1.0,4628.15,2520.03,1014.81,871.25,18.41,125.15,11288.65,2086.08,18.5,489.8,2347.93
2014,江苏,6829.0,6215.0,79.0,33.0,408.0,206.0,46967.7,30606.82,8240.22,6025.88,129.41,2084.93,57637.72,9620.47,16.7,2978.17,3095.66
2014,江西,2077.0,1985.0,42.0,5.0,69.0,23.0,7307.53,4689.81,1322.49,1065.23,17.66,239.6,13332.64,1871.79,14.0,447.54,2390.96
2014,河北,3387.0,3332.0,16.0,,35.0,20.0,16813.56,11109.02,4059.72,3265.74,90.37,703.61,31628.39,4037.56,12.8,1138.41,2819.55
2014,河南,5662.0,5559.0,73.0,11.0,67.0,36.0,21485.29,12471.37,4375.71,3704.57,87.05,584.1,38857.6,7324.34,18.8,1417.52,1935.35
2014,浙江,6383.0,6037.0,56.0,18.0,222.0,124.0,32628.07,23757.74,7262.38,3935.07,67.99,3259.31,42144.35,6390.17,15.2,2291.56,3586.07
2014,海南,1180.0,1099.0,28.0,,61.0,20.0,8169.67,4888.21,1431.65,1087.71,21.42,322.53,7557.15,1203.9,15.9,682.69,5670.69
2014,湖北,4214.0,4104.0,84.0,17.0,82.0,28.0,17610.53,11769.24,3983.79,3092.49,67.78,823.51,26321.99,3431.18,13.0,958.11,2792.36
2014,湖南,3808.0,3707.0,72.0,6.0,73.0,28.0,16181.72,10291.6,2883.57,2283.92,50.73,548.91,27747.75,4022.89,14.5,1006.23,2501.27
2014,甘肃,1479.0,1460.0,31.0,13.0,13.0,6.0,3490.29,2191.61,721.47,647.84,12.3,61.33,7660.3,813.22,10.6,174.8,2149.44
2014,福建,3280.0,2857.0,74.0,19.0,315.0,108.0,20041.24,15139.07,4567.4,3195.56,34.83,1337.01,30051.77,3583.57,11.9,883.63,2465.78
2014,西藏,45.0,45.0,1.0,,,,143.23,73.26,52.91,41.68,1.56,9.67,273.17,52.47,19.2,14.96,2850.86
2014,贵州,2591.0,2552.0,29.0,3.0,30.0,9.0,11682.7,6991.78,2187.67,1832.46,19.15,336.05,20369.36,2842.32,14.0,625.48,2200.6
2014,辽宁,4021.0,3617.0,24.0,6.0,263.0,141.0,26088.28,19313.41,5301.31,4524.98,110.31,666.02,38616.88,6146.96,15.9,1548.47,2519.08
2014,重庆,2695.0,2560.0,35.0,2.0,96.0,39.0,19291.4,13353.27,3630.23,2600.24,40.74,989.25,28623.93,3717.78,13.0,1243.33,3344.29
2014,陕西,1941.0,1904.0,61.0,8.0,18.0,19.0,12862.22,7680.11,2426.49,2095.31,29.21,301.98,19466.1,2188.91,11.2,595.88,2722.28
2014,青海,325.0,322.0,3.0,,2.0,1.0,1334.55,849.28,308.27,266.14,3.27,38.86,2545.9,559.49,22.0,160.2,2863.31
2014,黑龙,2154.0,2119.0,47.0,1.0,24.0,11.0,6456.37,4576.63,1324.09,1101.4,24.95,197.75,14218.09,3000.9,21.1,730.01,2432.62
2015,上海,2758.0,2354.0,54.0,15.0,273.0,131.0,23212.56,17110.21,3468.94,2212.04,15.15,1241.75,15095.33,2647.18,17.5,1488.32,5622.0
2015,云南,2649.0,2610.0,37.0,4.0,30.0,9.0,13481.11,9357.17,2669.01,2191.0,29.46,448.56,20722.2,2546.74,12.3,739.5,2904.0
2015,内蒙,2048.0,2043.0,7.0,1.0,2.0,3.0,8147.17,5449.23,1081.05,959.7,8.77,112.58,17641.28,1697.16,9.6,459.82,2709.0
2015,北京,2784.0,2545.0,60.0,16.0,141.0,98.0,23192.24,18036.55,4177.05,1297.87,22.97,2856.21,12993.08,2631.45,20.3,965.55,3669.0
2015,吉林,1727.0,1702.0,6.0,1.0,17.0,8.0,6750.58,4531.7,924.24,717.09,8.11,199.04,11566.47,1287.4,11.1,307.85,2391.0
2015,四川,4032.0,3903.0,43.0,8.0,75.0,54.0,21542.31,15757.12,4813.03,3685.76,84.85,1042.42,38981.36,4545.71,11.7,1289.09,2836.0
2015,天津,1267.0,1164.0,56.0,6.0,58.0,45.0,14094.61,8957.81,1871.55,1328.3,13.04,530.21,10230.22,2903.57,28.4,885.83,3051.0
2015,宁夏,539.0,535.0,1.0,,2.0,2.0,3652.24,2398.71,633.64,553.2,6.02,74.43,7045.68,1168.98,16.6,291.6,2494.0
2015,安徽,3620.0,3537.0,46.0,6.0,55.0,28.0,25105.3,17167.71,4424.86,3578.86,58.45,787.54,34244.67,5537.74,16.2,1499.29,2707.0
2015,山东,6606.0,6395.0,104.0,59.0,145.0,66.0,35191.13,23907.76,5892.16,4607.7,58.45,1226.01,57206.44,8277.76,14.5,1909.34,2307.0
2015,山西,2430.0,2410.0,66.0,7.0,13.0,7.0,7902.71,5075.83,1494.87,1176.94,23.8,294.13,15734.48,2114.49,13.4,571.32,2702.0
2015,广东,7341.0,6451.0,103.0,146.0,689.0,201.0,50293.61,37218.78,8538.47,6048.4,99.21,2390.86,57941.86,6044.43,10.4,2256.69,3734.0
2015,广西,2423.0,2329.0,52.0,11.0,57.0,37.0,11380.05,8101.75,1909.09,1526.23,23.3,359.57,18608.36,1675.18,9.0,470.43,2808.0
2015,新疆,1855.0,1850.0,13.0,1.0,4.0,1.0,5000.27,2897.73,998.88,853.01,17.33,128.53,11465.44,1608.58,14.0,370.0,2300.0
2015,江苏,6642.0,6056.0,69.0,32.0,396.0,190.0,50613.49,35253.66,8153.68,6186.3,118.93,1848.46,58118.44,10296.96,17.7,3503.0,3402.0
2015,江西,2187.0,2095.0,37.0,5.0,71.0,21.0,9096.57,5811.08,1520.1,1227.03,23.15,269.92,15293.6,1907.89,12.5,505.9,2652.0
2015,河北,3181.0,3130.0,9.0,,33.0,18.0,17578.58,12001.97,4285.27,3591.35,91.52,602.4,30434.76,4039.31,13.3,1253.87,3104.0
2015,河南,6158.0,6069.0,66.0,6.0,60.0,29.0,24450.9,14530.53,4818.93,4125.77,117.27,575.89,40994.4,5390.32,13.1,1079.75,2003.0
2015,浙江,6252.0,5911.0,51.0,15.0,225.0,116.0,33281.85,26208.77,7111.93,3922.53,62.38,3127.01,41687.33,5892.86,14.1,2301.64,3906.0
2015,海南,1103.0,1037.0,24.0,1.0,51.0,15.0,9834.05,6363.63,1704.0,1183.32,13.61,507.07,8316.98,1068.59,12.8,514.16,4812.0
2015,湖北,4212.0,4107.0,75.0,14.0,78.0,27.0,19986.24,14093.7,4249.23,3243.5,68.09,937.64,28296.28,2785.17,9.8,798.57,2867.0
2015,湖南,3710.0,3623.0,65.0,6.0,62.0,25.0,17474.36,11552.76,2613.75,2166.15,40.17,407.42,28322.13,3969.96,14.0,1221.38,3077.0
2015,甘肃,1533.0,1516.0,30.0,12.0,12.0,5.0,3897.53,2619.16,768.06,678.49,11.17,78.4,8586.18,962.24,11.2,244.34,2539.0
2015,福建,3151.0,2773.0,71.0,17.0,283.0,95.0,22017.23,18031.78,4469.61,3168.04,39.87,1261.7,30891.14,3436.56,11.1,938.7,2732.0
2015,西藏,45.0,45.0,1.0,,,,179.73,119.08,50.02,48.05,0.78,1.19,380.62,92.27,24.2,30.68,3324.0
2015,贵州,2633.0,2595.0,29.0,3.0,29.0,9.0,12855.29,8451.48,2205.09,1900.01,24.67,280.41,20877.67,2582.68,12.4,890.87,3449.0
2015,辽宁,3514.0,3166.0,19.0,4.0,233.0,115.0,23120.45,17402.3,3558.64,3109.79,44.11,404.74,29283.18,3237.53,11.1,910.18,2811.0
2015,重庆,2585.0,2450.0,31.0,2.0,99.0,36.0,21344.93,15418.9,3751.28,2632.39,38.59,1080.3,28985.67,4630.29,16.0,1595.4,3446.0
2015,陕西,2070.0,2031.0,62.0,10.0,23.0,16.0,14631.8,8916.48,2494.29,2153.66,24.57,316.05,20752.16,1681.5,8.1,463.65,2757.0
2015,青海,330.0,329.0,3.0,,,1.0,1484.32,1058.62,336.0,266.16,12.34,57.51,2585.59,454.41,17.6,120.36,2649.0
2015,黑龙,2041.0,2012.0,39.0,1.0,19.0,10.0,6060.52,4287.53,992.15,856.94,11.41,123.79,12410.35,2924.21,23.6,675.33,2309.0
2016,上海,2682.0,2286.0,39.0,13.0,279.0,117.0,25644.95,18429.6,3709.03,2220.89,21.94,1466.2,15111.24,2550.64,16.9,1472.33,5772.0
2016,云南,2618.0,2581.0,28.0,4.0,29.0,8.0,15310.6,10730.65,2688.34,2192.8,42.08,453.46,20593.19,2115.08,10.3,586.95,2775.0
2016,内蒙,1989.0,1984.0,6.0,,3.0,2.0,8580.29,5818.58,1133.48,1006.34,14.81,112.33,16906.28,1664.02,9.8,415.38,2496.0
2016,北京,2654.0,2431.0,53.0,17.0,129.0,94.0,25006.5,19437.38,4000.57,1332.29,20.8,2647.48,12976.0,2369.95,18.3,839.97,3544.0
2016,吉林,1791.0,1768.0,6.0,1.0,18.0,5.0,6917.03,4771.64,1016.76,829.57,10.12,177.08,11797.33,1351.65,11.5,313.79,2322.0
2016,四川,4061.0,3934.0,32.0,6.0,76.0,51.0,23951.76,18000.11,5282.64,4147.61,108.28,1026.75,41532.14,7050.24,17.0,2002.5,2840.0
2016,天津,1291.0,1190.0,49.0,5.0,58.0,43.0,15426.78,10103.55,2300.01,1409.94,13.13,876.94,9349.76,2914.25,31.2,1081.2,3710.0
2016,宁夏,563.0,558.0,1.0,,3.0,2.0,3981.2,2903.78,728.16,628.54,7.93,91.69,7110.06,1294.55,18.2,344.94,2665.0
2016,安徽,3768.0,3688.0,36.0,5.0,54.0,26.0,28041.43,19853.46,4603.56,3746.99,89.31,767.26,35645.44,5382.95,15.1,1544.37,2869.0
2016,山东,6928.0,6705.0,89.0,55.0,159.0,64.0,38155.92,26847.39,6323.38,5112.56,67.98,1142.85,59957.07,8253.5,13.8,1873.7,2270.0
2016,山西,2485.0,2465.0,63.0,7.0,13.0,7.0,8892.58,6111.23,1597.35,1293.52,22.14,281.7,17069.25,2683.59,15.7,785.57,2927.0
2016,广东,7658.0,6792.0,92.0,136.0,677.0,189.0,57620.45,44244.39,10307.8,7325.72,99.12,2882.96,64233.8,6593.75,10.3,2493.4,3781.0
2016,广西,2474.0,2381.0,35.0,10.0,58.0,35.0,13268.79,9698.29,2397.99,1867.67,26.72,503.6,21134.65,1735.05,8.2,433.73,2500.0
2016,新疆,1927.0,1922.0,9.0,1.0,4.0,1.0,5184.66,3414.18,923.4,803.4,21.37,98.63,11530.59,1695.91,14.7,389.95,2299.0
2016,江苏,6626.0,6053.0,50.0,29.0,395.0,178.0,55012.08,39182.94,8956.37,6604.18,141.68,2210.5,58761.73,10073.96,17.1,3678.24,3651.0
2016,江西,2297.0,2214.0,36.0,2.0,67.0,16.0,10360.79,6963.99,1770.94,1471.48,29.29,270.18,16427.25,1635.61,10.0,413.92,2531.0
2016,河北,3279.0,3228.0,7.0,,32.0,19.0,19475.89,13701.89,4695.63,4045.9,110.35,539.38,30476.78,4287.78,14.1,1139.31,2657.0
2016,河南,6687.0,6598.0,58.0,4.0,62.0,27.0,29267.28,17780.99,6179.13,4974.04,170.72,1034.37,47359.55,6299.44,13.3,1260.41,2001.0
2016,浙江,6274.0,5935.0,40.0,9.0,232.0,107.0,34950.04,29107.59,7469.37,4165.81,86.69,3216.87,41609.78,7925.4,19.0,3079.61,3886.0
2016,海南,1189.0,1126.0,19.0,2.0,49.0,14.0,11128.21,7818.03,1787.6,1363.62,13.69,410.29,8936.78,1674.61,18.7,669.52,3998.0
2016,湖北,4200.0,4095.0,63.0,12.0,82.0,23.0,22221.03,17028.4,4296.38,3377.98,75.45,842.96,29879.88,3127.49,10.5,940.66,3008.0
2016,湖南,3769.0,3677.0,55.0,5.0,69.0,23.0,18797.51,13257.62,2957.04,2442.84,48.73,465.48,30139.38,4533.74,15.0,1189.42,2623.0
2016,甘肃,1664.0,1649.0,29.0,9.0,11.0,4.0,4342.0,2933.71,850.03,736.39,15.38,98.27,8933.24,991.73,11.1,254.25,2564.0
2016,福建,3177.0,2817.0,62.0,15.0,273.0,87.0,23593.01,20590.91,4588.83,3275.72,33.81,1279.3,31064.14,3665.25,11.8,1009.6,2755.0
2016,西藏,49.0,49.0,1.0,,,,195.31,151.84,48.54,44.75,1.47,2.31,348.77,31.53,9.0,10.24,3247.0
2016,贵州,2638.0,2597.0,26.0,2.0,32.0,9.0,14041.72,9967.87,2148.96,1878.93,25.25,244.78,20352.24,1901.45,9.3,469.47,2469.0
2016,辽宁,3257.0,2935.0,14.0,3.0,223.0,99.0,21656.15,15792.28,2094.85,1719.99,41.12,333.73,26364.11,2709.29,10.3,788.2,2909.0
2016,重庆,2467.0,2332.0,14.0,2.0,102.0,33.0,22129.52,17354.14,3725.95,2837.9,39.65,848.4,27363.39,4421.3,16.2,1411.77,3193.0
2016,陕西,2177.0,2135.0,50.0,9.0,28.0,14.0,17024.26,10500.07,2736.75,2366.16,43.97,326.62,22297.53,2431.7,10.9,648.61,2667.0
2016,青海,353.0,352.0,,,,1.0,1696.09,1240.28,396.92,323.78,8.73,64.41,2847.71,386.67,13.6,111.39,2881.0
2016,黑龙,1956.0,1931.0,31.0,1.0,15.0,10.0,5983.43,4117.61,864.84,754.9,9.84,100.1,10865.75,2375.61,21.9,599.75,2525.0
2017,上海,2637.0,2253.0,32.0,13.0,268.0,116.0,28332.93,20657.78,3856.53,2104.85,28.66,1723.02,15362.25,3387.56,22.1,2054.31,6064.0
2017,云南,2605.0,2568.0,28.0,5.0,31.0,6.0,16479.06,12197.71,2786.25,2315.03,28.78,442.44,21085.35,2419.63,11.5,681.22,2815.0
2017,内蒙,1803.0,1799.0,4.0,,2.0,2.0,8396.79,5685.44,889.72,773.46,15.52,100.75,15815.41,1714.24,10.8,429.31,2504.0
2017,北京,2400.0,2203.0,37.0,15.0,115.0,82.0,27721.07,21029.63,3692.54,1161.53,22.43,2508.58,12412.74,1466.67,11.8,600.35,4093.0
2017,吉林,1782.0,1761.0,4.0,1.0,16.0,5.0,7352.22,5287.34,910.14,743.55,10.64,155.94,11887.33,1478.85,12.4,335.82,2271.0
2017,四川,4010.0,3893.0,23.0,4.0,73.0,44.0,25497.86,18736.34,5149.89,4073.92,102.44,973.53,41294.89,5620.73,13.6,1571.4,2796.0
2017,天津,1249.0,1164.0,35.0,4.0,45.0,40.0,16709.07,11378.1,2233.39,1148.45,5.81,1079.14,8795.82,2023.41,23.0,741.34,3664.0
2017,宁夏,561.0,556.0,1.0,,3.0,2.0,4223.91,3250.44,652.84,561.53,9.08,82.23,6836.71,1328.62,19.4,353.2,2658.0
2017,安徽,3889.0,3817.0,30.0,4.0,55.0,17.0,33463.64,23261.86,5612.47,4242.48,78.91,1291.09,39169.24,4747.71,12.1,1269.6,2674.0
2017,山东,7126.0,6909.0,81.0,48.0,155.0,62.0,41981.04,29495.77,6637.25,5367.17,87.76,1182.32,63563.24,8429.06,13.3,1987.46,2358.0
2017,山西,2379.0,2362.0,56.0,5.0,12.0,5.0,9612.97,6236.71,1166.28,880.49,14.55,271.24,16473.4,1969.92,12.0,529.46,2688.0
2017,广东,8203.0,7381.0,74.0,130.0,639.0,183.0,68438.4,53621.0,12075.69,8328.87,120.46,3626.36,72492.1,8196.34,11.3,2871.97,3504.0
2017,广西,2541.0,2458.0,32.0,7.0,48.0,35.0,15797.06,11542.65,2683.48,2058.57,35.21,589.7,22689.62,1856.24,8.2,518.13,2791.0
2017,新疆,1935.0,1930.0,8.0,1.0,5.0,,5707.74,3903.2,1037.86,850.5,18.44,168.92,11597.26,1680.48,14.5,416.85,2481.0
2017,江苏,6530.0,5980.0,47.0,21.0,385.0,165.0,61844.03,43629.92,9629.11,6566.11,126.17,2936.83,59464.23,9581.73,16.1,3429.35,3579.0
2017,江西,2452.0,2377.0,32.0,,58.0,17.0,12507.78,8397.04,2013.98,1668.94,45.76,299.28,18806.79,1854.4,9.9,441.22,2379.0
2017,河北,3317.0,3269.0,6.0,,27.0,21.0,21004.4,14906.3,4823.91,4171.45,113.73,538.73,30318.32,3416.0,11.3,971.32,2843.0
2017,河南,7205.0,7116.0,56.0,3.0,65.0,24.0,34381.0,21115.44,7090.25,5511.54,158.61,1420.1,49942.29,6201.71,12.4,1270.17,2048.0
2017,浙江,6336.0,6020.0,36.0,9.0,221.0,95.0,38684.7,30288.05,8226.78,4185.8,82.45,3958.53,41236.24,6884.18,16.7,2809.74,4081.0
2017,海南,1251.0,1189.0,17.0,2.0,48.0,14.0,13315.2,9542.66,2053.11,1577.41,17.37,458.33,9567.39,1267.16,13.2,515.61,4069.0
2017,湖北,4059.0,3954.0,48.0,12.0,78.0,27.0,25209.45,18466.37,4574.89,3232.22,102.53,1240.14,30510.48,3219.72,10.6,993.68,3086.0
2017,湖南,3898.0,3811.0,48.0,4.0,66.0,21.0,20958.28,15084.08,3426.13,2832.27,57.05,536.81,31691.19,4084.05,12.9,1070.93,2622.0
2017,甘肃,1716.0,1701.0,27.0,7.0,11.0,4.0,4850.69,3174.13,944.52,786.78,13.06,144.67,9153.46,847.91,9.3,236.52,2789.0
2017,福建,3240.0,2899.0,63.0,12.0,254.0,87.0,26444.07,23351.57,4794.23,3126.26,39.52,1628.45,31939.55,4266.69,13.4,1305.56,3060.0
2017,西藏,49.0,49.0,1.0,,,,149.73,114.12,40.36,34.22,0.72,5.42,229.85,43.57,19.0,8.32,1911.0
2017,贵州,2674.0,2632.0,24.0,1.0,33.0,9.0,14455.97,10917.29,2201.0,1898.91,23.69,278.4,20385.43,1171.7,5.7,256.31,2188.0
2017,辽宁,3119.0,2819.0,14.0,2.0,213.0,87.0,21645.0,16242.4,2289.67,1871.3,34.42,383.95,25906.89,2788.28,10.8,846.8,3037.0
2017,重庆,2316.0,2191.0,10.0,,96.0,29.0,23910.39,19277.57,3980.08,2949.5,62.01,968.57,25960.99,5055.73,19.5,1721.01,3404.0
2017,陕西,2326.0,2288.0,42.0,8.0,24.0,14.0,19300.08,12568.95,3101.97,2516.67,71.97,513.34,23630.1,2392.05,10.1,741.77,3101.0
2017,青海,321.0,318.0,,,2.0,1.0,1968.09,1406.62,408.59,345.32,12.78,50.49,2936.71,440.9,15.0,137.48,3118.0
2017,黑龙,1968.0,1941.0,27.0,1.0,18.0,9.0,6274.76,4313.53,815.6,692.58,10.17,112.85,10328.47,1651.17,16.0,396.22,2400.0
2018,上海,2568.0,2204.0,16.0,11.0,252.0,112.0,30220.35,22265.98,4033.18,1971.77,25.75,2035.67,14672.37,3115.76,21.2,1941.04,6229.74
2018,云南,2768.0,2732.0,29.0,4.0,26.0,10.0,18055.0,13362.65,3247.23,2389.95,20.71,836.58,21800.41,1447.28,6.6,457.61,3161.89
2018,内蒙,1741.0,1738.0,3.0,,2.0,1.0,8299.12,5496.02,882.85,713.68,14.93,154.24,15053.71,1415.72,9.4,335.84,2372.22
2018,北京,1551.0,1445.0,20.0,6.0,60.0,46.0,28717.76,22020.81,3873.35,1160.58,12.7,2700.08,12962.61,1557.9,12.0,651.47,4181.75
2018,吉林,1702.0,1682.0,3.0,,14.0,6.0,7581.11,5334.12,1175.88,871.38,13.88,290.61,12079.52,1519.96,12.6,354.76,2334.01
2018,四川,4166.0,4073.0,20.0,3.0,58.0,35.0,29695.79,19533.38,5697.87,3954.19,101.18,1642.49,44065.92,5635.3,12.8,1618.77,2872.55
2018,天津,1169.0,1102.0,27.0,4.0,38.0,29.0,19152.49,12310.37,2424.49,880.07,7.3,1537.12,10324.37,2092.22,20.3,831.24,3972.99
2018,宁夏,538.0,533.0,,,2.0,3.0,4402.95,3306.14,449.57,353.42,6.65,89.5,6047.78,1213.98,20.1,326.92,2692.94
2018,安徽,3939.0,3903.0,31.0,1.0,28.0,8.0,36071.76,24678.21,5974.11,4067.45,80.87,1825.79,41128.34,4488.4,10.9,1309.26,2916.98
2018,山东,7721.0,7496.0,70.0,48.0,155.0,70.0,47621.02,31296.96,7552.97,5669.83,87.93,1795.22,69063.06,10512.57,15.2,2483.19,2362.11
2018,山西,2418.0,2405.0,51.0,4.0,7.0,6.0,10685.51,6411.86,1376.59,961.39,15.6,399.6,16949.56,1407.95,8.3,372.61,2646.44
2018,广东,8721.0,7923.0,66.0,111.0,603.0,195.0,83266.57,62717.88,14412.19,8429.72,132.46,5850.01,79935.06,7615.25,9.5,3021.33,3967.47
2018,广西,2684.0,2620.0,27.0,7.0,34.0,30.0,18175.04,13162.54,3004.13,2166.36,40.36,797.41,25399.02,2192.94,8.6,619.88,2826.72
2018,新疆,1865.0,1863.0,6.0,1.0,2.0,,6357.49,4325.53,1033.44,694.03,15.39,324.02,11574.72,1183.49,10.2,334.49,2826.28
2018,江苏,6723.0,6175.0,39.0,20.0,386.0,162.0,71809.76,48982.67,10982.34,6578.52,147.77,4256.04,62673.47,8536.27,13.6,3294.53,3859.45
2018,江西,2601.0,2542.0,31.0,,48.0,11.0,14325.3,9276.77,2174.93,1609.03,41.39,524.51,20738.65,2031.76,9.8,519.92,2558.94
2018,河北,3449.0,3406.0,6.0,,22.0,21.0,21115.35,13931.82,4476.4,3797.81,89.85,588.74,28172.06,2390.41,8.5,623.06,2606.51
2018,河南,7536.0,7466.0,49.0,3.0,50.0,20.0,40754.46,24345.21,7015.47,5331.81,185.13,1498.53,54685.56,6655.23,12.2,1413.25,2123.52
2018,浙江,6818.0,6511.0,27.0,10.0,207.0,100.0,46487.25,33001.78,9944.93,3642.13,73.68,6229.12,44537.06,5189.67,11.7,2219.02,4275.83
2018,海南,1199.0,1140.0,16.0,4.0,45.0,14.0,13169.78,9962.92,1715.04,1304.15,15.29,395.6,9574.56,1186.81,12.4,501.7,4227.31
2018,湖北,4300.0,4195.0,41.0,11.0,72.0,33.0,29087.3,19773.12,4693.12,3138.78,72.27,1482.07,31315.6,2773.99,8.9,848.61,3059.18
2018,湖南,4128.0,4048.0,39.0,4.0,58.0,22.0,24255.65,17134.86,3945.95,3114.34,83.88,747.73,35781.53,4160.98,11.6,1157.04,2780.68
2018,甘肃,1668.0,1656.0,22.0,7.0,8.0,4.0,5390.57,3612.3,1116.39,845.55,18.97,251.87,9428.51,752.34,8.0,180.58,2400.21
2018,福建,3351.0,3044.0,46.0,10.0,224.0,83.0,29040.72,24590.72,4940.34,2759.63,53.75,2126.96,32825.97,3739.02,11.4,1137.79,3043.02
2018,西藏,60.0,60.0,1.0,,,,280.05,176.61,92.6,77.54,1.0,14.07,358.61,49.94,13.9,12.69,2541.84
2018,贵州,2651.0,2618.0,18.0,1.0,23.0,10.0,15901.96,10765.4,2349.23,1913.08,22.18,413.97,21953.33,1279.64,5.8,307.96,2406.59
2018,辽宁,2998.0,2750.0,11.0,3.0,180.0,68.0,21524.48,15929.4,2599.27,1553.28,31.31,1014.68,24216.83,2273.85,9.4,585.17,2573.46
2018,重庆,2250.0,2142.0,8.0,,78.0,30.0,27999.8,21734.94,4248.76,2490.94,50.41,1707.41,27226.56,4083.45,15.0,1555.97,3810.41
2018,陕西,2508.0,2471.0,40.0,8.0,23.0,14.0,22213.5,14025.36,3534.67,2545.49,41.78,947.4,24618.05,1524.66,6.2,461.4,3026.24
2018,青海,293.0,292.0,,,,1.0,1948.61,1397.72,351.82,278.84,10.25,62.73,2549.21,319.91,12.5,137.22,4289.38
2018,黑龙,1853.0,1828.0,27.0,1.0,14.0,11.0,6415.84,4462.25,944.4,727.28,9.97,207.16,10588.25,1203.46,11.4,287.71,2390.7
2019,上海,,,,,,,,,,,,,,,,,
2019,云南,,,,,,,,,,,,,,,,,
2019,内蒙,,,,,,,,,,,,,,,,,
2019,北京,,,,,,,,,,,,,,,,,
2019,吉林,,,,,,,,,,,,,,,,,
2019,四川,,,,,,,,,,,,,,,,,
2019,天津,,,,,,,,,,,,,,,,,
2019,宁夏,,,,,,,,,,,,,,,,,
2019,安徽,,,,,,,,,,,,,,,,,
2019,山东,,,,,,,,,,,,,,,,,
2019,山西,,,,,,,,,,,,,,,,,
2019,广东,,,,,,,,,,,,,,,,,
2019,广西,,,,,,,,,,,,,,,,,
2019,新疆,,,,,,,,,,,,,,,,,
2019,江苏,,,,,,,,,,,,,,,,,
2019,江西,,,,,,,,,,,,,,,,,
2019,河北,,,,,,,,,,,,,,,,,
2019,河南,,,,,,,,,,,,,,,,,
2019,浙江,,,,,,,,,,,,,,,,,
2019,海南,,,,,,,,,,,,,,,,,
2019,湖北,,,,,,,,,,,,,,,,,
2019,湖南,,,,,,,,,,,,,,,,,
2019,甘肃,,,,,,,,,,,,,,,,,
2019,福建,,,,,,,,,,,,,,,,,
2019,西藏,,,,,,,,,,,,,,,,,
2019,贵州,,,,,,,,,,,,,,,,,
2019,辽宁,,,,,,,,,,,,,,,,,
2019,重庆,,,,,,,,,,,,,,,,,
2019,陕西,,,,,,,,,,,,,,,,,
2019,青海,,,,,,,,,,,,,,,,,
2019,黑龙,,,,,,,,,,,,,,,,,
